gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,84.57,6181.19,0
Male,0,Yes,No,38,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,70.09,2703.71,1
Male,1,Yes,No,29,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),28.39,2995.02,1
Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),84.63,3896.18,0
Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),31.0,4808.81,0
Male,0,No,Yes,46,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),104.07,7670.27,0
Male,0,Yes,No,68,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),28.29,5393.7,0
Female,0,No,No,59,No,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,98.13,2512.35,0
Male,0,Yes,No,10,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),35.11,5505.46,0
Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),94.07,1459.94,0
Female,1,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.31,4199.32,0
Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,31.17,4054.43,1
Female,0,No,No,51,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,No,Mailed check,22.04,1105.37,0
Female,0,No,No,23,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),38.24,4140.73,0
Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,20.04,5742.28,0
Female,0,No,No,60,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),28.64,3973.02,0
Female,0,Yes,No,37,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Mailed check,22.5,3233.56,0
Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.44,5298.83,0
Male,1,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,35.72,3957.59,1
Female,0,No,No,29,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,48.73,2730.22,0
Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),46.29,3595.38,0
Female,1,Yes,No,7,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,103.09,670.09,0
Male,0,No,Yes,41,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,36.33,6506.72,0
Female,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.9,2778.42,0
Male,1,No,No,27,Yes,No,No,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,26.92,4969.08,0
Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.06,4474.38,1
Male,1,No,No,43,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),100.41,1543.32,0
Male,0,No,Yes,51,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),71.65,2860.95,0
Female,0,No,No,71,Yes,No,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),45.86,7724.08,0
Female,1,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),60.77,5899.67,0
Male,0,Yes,No,53,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),75.58,3319.67,0
Female,0,Yes,No,63,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),110.49,7158.48,0
Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.79,4710.61,0
Male,1,Yes,No,25,Yes,No phone service,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),116.11,6779.06,1
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.87,4229.27,1
Male,0,Yes,No,37,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,39.82,7455.05,0
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,30.03,6695.02,0
Female,0,Yes,Yes,12,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),70.85,685.63,0
Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),38.07,5479.56,1
Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.86,3593.4,0
Female,0,No,Yes,62,Yes,Yes,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,115.63,1248.62,0
Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),76.79,6418.03,0
Female,0,No,No,60,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,91.75,3947.44,0
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,40.01,1657.11,0
Female,0,No,No,60,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.63,2633.73,0
Male,1,No,No,9,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),105.64,1385.48,0
Male,0,No,No,52,Yes,No,DSL,No,No,No internet service,No,Yes,No,Two year,No,Electronic check,108.46,4923.98,0
Male,0,No,No,15,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),106.56,5100.88,0
Female,0,No,Yes,28,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.15,2391.75,0
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),72.79,2256.96,0
Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,50.93,931.74,0
Male,0,Yes,No,36,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),107.84,7803.52,0
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),110.84,2548.75,0
Male,1,No,No,71,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,87.42,4812.42,0
Male,0,No,Yes,20,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.0,1552.54,1
Male,0,Yes,No,55,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,31.29,5776.64,0
Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),110.44,5299.74,1
Female,1,No,No,35,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.62,1029.8,1
Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,84.96,192.79,1
Male,0,No,No,45,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Electronic check,101.7,224.29,0
Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),86.87,2347.36,0
Female,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),118.87,3318.4,0
Female,0,No,No,38,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),77.43,7990.34,1
Male,0,Yes,No,24,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.02,7682.79,0
Female,1,Yes,Yes,4,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),81.64,1307.08,0
Male,1,No,Yes,69,No,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.35,5265.33,0
Female,0,No,No,13,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,97.71,1863.8,0
Male,1,Yes,No,21,No,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.78,260.27,0
Female,0,Yes,No,32,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),110.55,5086.04,0
Female,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),69.41,1467.88,1
Female,0,No,No,32,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,No,Electronic check,112.74,2516.96,0
Female,0,No,Yes,57,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.45,2003.71,0
Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.55,1725.62,0
Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.86,308.46,1
Female,0,Yes,No,71,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),41.13,6177.73,0
Female,0,Yes,No,38,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,118.31,2093.46,0
Female,0,No,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,115.85,7840.07,0
Male,0,No,No,26,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.18,7906.03,1
Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,73.77,6972.07,0
Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Credit card (automatic),35.23,7233.55,0
Female,1,No,No,43,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,Yes,Bank transfer (automatic),53.97,379.1,1
Female,0,Yes,No,63,No,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),53.18,5512.28,0
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),54.43,871.15,0
Female,1,Yes,No,48,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,77.52,3516.46,0
Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Two year,No,Mailed check,71.45,3741.74,0
Male,0,Yes,Yes,35,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,66.42,386.42,0
Female,0,No,No,16,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,72.21,3137.5,0
Male,0,No,No,49,Yes,Yes,No,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),79.82,2297.34,0
Female,0,No,No,60,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.22,4744.36,0
Female,0,No,No,51,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,101.53,3609.02,0
Male,0,No,No,59,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),75.23,4988.85,0
Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,46.36,66.59,0
Male,0,No,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,37.17,6200.87,0
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,96.57,4105.06,1
Female,0,No,Yes,70,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),72.59,1366.45,0
Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),38.49,3235.89,1
Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,103.84,2766.27,0
Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,No,Credit card (automatic),90.09,6868.39,0
Female,0,No,No,65,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,52.73,6636.42,1
Female,0,No,Yes,63,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),47.76,1318.17,1
Female,0,Yes,No,50,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.03,6784.89,0
Male,0,Yes,No,47,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),27.14,4890.51,0
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,114.43,2038.0,0
Female,1,Yes,No,31,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.72,7455.61,0
Male,0,Yes,No,11,No,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Electronic check,60.45,3002.17,1
Male,0,Yes,No,17,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.34,6355.39,1
Male,1,Yes,Yes,27,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),54.08,5380.62,0
Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,56.0,6377.1,1
Female,0,Yes,No,56,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.96,800.23,0
Female,0,Yes,No,69,No,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),30.03,1707.64,0
Male,0,Yes,Yes,47,No,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,30.15,5726.37,0
Female,0,No,Yes,19,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),113.86,1219.84,0
Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,99.46,6018.89,0
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),43.32,2490.59,0
Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),91.33,4843.92,0
Female,0,No,No,45,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.65,2958.14,0
Male,0,No,No,27,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),45.34,4819.32,0
Male,0,Yes,No,61,Yes,No phone service,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),88.95,4981.46,0
Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),82.45,3500.96,0
Female,0,No,No,29,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,82.49,7439.74,0
Female,1,No,No,44,Yes,No,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,57.41,7778.02,0
Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.24,7251.25,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),59.42,5893.47,0
Male,0,No,No,6,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,48.61,1031.89,0
Female,0,No,Yes,9,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,28.5,7422.57,0
Female,0,Yes,No,15,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.13,5112.07,1
Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,24.59,826.54,0
Male,0,No,No,2,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,37.13,5315.0,0
Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,48.4,2873.05,0
Male,0,No,No,52,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,54.73,7241.13,0
Female,0,No,No,55,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),114.0,5729.99,0
Male,1,No,No,53,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.51,4917.9,0
Female,0,No,No,40,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),71.1,1864.79,0
Female,0,No,No,39,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Mailed check,85.86,6805.31,0
Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,37.25,7381.33,0
Male,0,No,No,13,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,74.11,5065.91,0
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,100.3,7191.86,0
Male,0,Yes,No,55,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),35.73,1519.54,0
Male,0,No,No,32,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.04,3895.28,0
Female,0,No,Yes,14,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,64.61,1080.29,0
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,40.07,6014.62,0
Male,0,Yes,Yes,27,No,Yes,No,No,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),25.09,3436.12,0
Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,115.59,7277.66,1
Male,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),37.41,7358.32,0
Female,0,No,Yes,45,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.8,4238.3,0
Female,0,Yes,No,8,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,73.84,854.72,0
Female,0,Yes,No,67,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,One year,No,Mailed check,112.06,2831.11,0
Female,1,Yes,Yes,64,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),102.18,7232.02,0
Female,0,No,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),44.2,4280.16,0
Female,0,No,No,21,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),119.01,1059.14,1
